id,value
4828,2035344.2708528386
4840,1053403.1071155635
4844,2517319.5959787043
4845,1907346.1036121233
4846,1865610.5591400461
4851,2286931.674432169
4862,2241895.1976375896
4864,1609164.6508131248
4871,2041145.084285136
4872,2369536.325633078
4874,1479362.9740056547
4877,1289153.7719951328
4878,1732362.7419349751
4886,914713.647698635
4888,1485218.0938082635
4893,1479362.9740056547
4900,2080035.2740425684
4921,2042622.8136439624
4929,1321329.2656444646
4934,1911219.9620536414
4935,2136009.600758275
4938,1153715.382625853
4949,1639654.2441164465
4951,1729576.5781831064
4952,1479362.9740056547
4955,2136009.600758275
4963,2445490.5495778625
4977,1681381.0857084093
4984,1911219.9620536414
4987,1276936.4464430304
4991,1575511.4278049667
5001,1224422.746034375
5002,2274279.1085062437
5011,2108651.0466125067
5012,1730885.0125761488
5015,2000332.4395239574
5018,1158335.3305560069
5022,2515841.866619878
5024,2186991.2569848415
5027,2445490.5495778625
5031,2042622.8136439624
5042,2018485.1335075055
5043,4024347.0494537978
5044,1321329.2656444646
5048,2151864.320443409
5054,2250233.3262015153
5055,2368611.59170493
5056,2517319.5959787043
5059,1477122.3340944075
5065,1209316.9867825727
5066,1749450.9625840234
5070,2285453.945073343
5072,1432850.3261100396
5078,1437953.209741506
5083,754422.3775878436
5100,2264088.3572250647
5101,421441.22370551596
5104,1323449.0943386455
5106,1867084.6223188865
5107,1758356.1968273558
5108,2250233.3262015153
5112,1576989.157163793
5117,2250233.3262015153
5118,1463093.3067741895
5120,2186991.2569848415
5124,1461615.5774153632
5128,1970793.767243121
5132,1666334.5089664313
5134,1576989.157163793
5137,2136009.600758275
5139,1463093.3067741895
5141,2445490.5495778625
5147,1657699.212783071
5148,1463093.3067741895
5158,2042622.8136439624
5162,1384571.3348611398
5164,4149375.5762081402
5170,1118122.905691065
5171,1666334.5089664313
5176,1865610.5591400461
5180,2036822.000211665
5181,2036822.000211665
5182,1591535.9065261318
5188,1930326.6915355616
5197,1970793.767243121
5198,2445490.5495778625
5201,1897438.6724842594
5215,328492.0653509253
5216,2445490.5495778625
5217,2186991.2569848415
5220,1524857.6466320383
5221,1750928.6919428497
5223,1867084.6223188865
5226,1463093.3067741895
5227,2170066.151236749
5233,2108651.0466125067
5239,1867084.6223188865
5240,2660535.0591939064
5242,1737280.4272745848
5243,3069122.328489406
5245,2019962.8628663318
5247,1404299.9867333479
5252,1666334.5089664313
5255,2515841.866619878
5260,1775576.0157658786
5264,1054880.8364743898
5269,2445490.5495778625
5272,1485218.0938082635
5276,2136009.600758275
5282,1609164.6508131248
5286,2263008.1467822446
5290,1867084.6223188865
5291,2701180.042745026
5296,2042622.8136439624
5303,1729576.5781831064
5304,1578239.5215124045
5309,1769455.9209239166
5317,2128319.1365730646
5319,2108651.0466125067
5322,1053403.1071155635
5324,683069.8115718107
5325,1209316.9867825727
5329,2517319.5959787043
5330,3737123.8160501146
5333,2588706.0127930646
5334,2587228.2834342383
5340,1207839.2574237464
5342,419963.4943466897
5346,2297707.279232236
5349,1575511.4278049667
5350,1666334.5089664313
5355,2243372.926996416
5360,1575511.4278049667
5374,1485218.0938082635
5376,2505548.3661614773
5377,2108651.0466125067
5389,391734.13456760015
5393,1054880.8364743898
5395,1908823.8329709496
5396,1666334.5089664313
5397,2445490.5495778625
5398,1064131.475923583
5399,1326328.2735602146
5401,1473098.9497183491
5402,1473098.9497183491
5405,1155100.8982977287
5413,1785794.1553787498
5417,1217086.766760767
5418,1813058.0867201933
5419,1217086.766760767
5426,911835.9362479502
5429,538278.8656583998
5431,1050304.1229872748
5432,1028669.1443919273
5436,1480089.4094566829
5439,973821.804710989
5440,637255.5670095218
5455,536801.1362995736
5456,910358.206889124
5468,916128.6765264462
5469,591132.8803821543
5472,640636.8072498938
5473,774364.6353967217
5475,1215609.0374019407
5481,166306.1568568999
5482,1088817.8469568926
5490,642114.53660872
5494,1219106.4063702915
5499,1544985.6346259366
5504,973821.804710989
5513,164873.50607775984
5528,1045875.3256891476
5535,1471621.2203595228
5542,1155100.8982977287
5543,1219106.4063702915
5546,983889.457226109
5547,1039850.0376795329
5552,341532.2222356756
5553,587782.7925261393
5557,914878.312177835
5558,1217086.766760767
5566,1217086.766760767
5567,688237.2232360872
5576,647080.5384850816
5583,916128.6765264462
5585,164873.50607775984
5590,926882.5129899286
5594,164873.50607775984
5602,1471621.2203595228
5603,1032081.6552838708
5610,910358.206889124
5620,1044397.5963303214
5623,911835.9362479502
5641,1341116.3670103725
5647,1217086.766760767
5649,925418.8272318193
5660,1301887.5086467303
5661,1301887.5086467303
5668,1032081.6552838708
5673,1236824.4474069055
5675,642114.53660872
5676,973821.804710989
5682,1153623.1689389024
5686,1083063.311510437
5689,589260.5218849655
5696,862176.7580151439
5713,1326328.2735602146
5715,1487887.043168507
5717,973821.804710989
5724,652502.5911016406
5729,860699.0286563177
5733,1044397.5963303214
5737,2597448.654058738
5740,591132.8803821543
5741,783654.7861020945
5750,1088817.8469568926
5758,751479.2924527626
5759,1223334.5677668476
5763,1217086.766760767
5764,914878.312177835
5776,1215609.0374019407
5777,982411.7278672828
5780,705356.6058253951
5783,916128.6765264462
5784,1223334.5677668476
5788,1083063.311510437
5790,954216.5447649978
5792,589260.5218849655
5794,1326328.2735602146
5799,647080.5384850816
5807,1215609.0374019407
5808,1155100.8982977287
5812,176472.48663803266
5813,1283114.999729311
5819,1230397.1308520986
5824,1045875.3256891476
5826,1083063.311510437
5838,1339638.6376515462
5840,1217086.766760767
5851,1231874.8602109249
5852,1153623.1689389024
5861,1219106.4063702915
5863,686759.4938772611
5870,1219106.4063702915
5871,703878.8764665689
5872,1153623.1689389024
5878,1487887.043168507
5888,340054.49287684937
5893,1217086.766760767
5902,1231874.8602109249
5905,1473098.9497183491
5907,1283114.999729311
5909,860699.0286563177
5922,176472.48663803266
5926,147080.04562514936
5929,1326328.2735602146
5933,1375734.3707995682
5940,1230397.1308520986
5948,647080.5384850816
5949,679754.7865332705
5955,587782.7925261393
5956,176472.48663803266
5959,1785975.1832784466
5962,652502.5911016406
5963,1507205.6443215313
5965,344129.1754849261
5966,1341116.3670103725
5968,1494877.5029068408
5969,954216.5447649978
5970,1039850.0376795329
5971,1629624.7770248824
5972,688237.2232360872
5974,1297903.093179469
5975,1231874.8602109249
5977,1224812.2971256739
5981,1473098.9497183491
5983,1533156.7663019637
5986,1153639.1031297694
5988,1045875.3256891476
5990,911835.9362479502
5997,862176.7580151439
5998,669431.0606588536
6002,637255.5670095218
6008,862176.7580151439
6010,798112.2128811353
6013,512693.51696306246
6016,147080.04562514936
6031,688237.2232360872
6032,1275793.9533522397
6036,720412.7168854193
6037,637255.5670095218
6038,1275793.9533522397
6041,1275793.9533522397
6046,718934.9875265931
6047,916128.6765264462
6058,783654.7861020945
6063,637255.5670095218
6065,860854.2800213847
6066,1494877.5029068408
6081,1192068.164117001
6085,1050304.1229872748
6086,973821.804710989
6088,751479.2924527626
6090,1339036.0225689148
6093,678277.0571744443
6095,686759.4938772611
6098,1308877.968385064
6099,1231874.8602109249
6104,988868.3814529673
6105,973821.804710989
6111,1473098.9497183491
6115,1432624.9735633803
6116,1301887.5086467303
6122,947053.8058271669
6131,862176.7580151439
6135,1478611.6800978566
6136,1438976.4400162434
6140,652502.5911016406
6141,1083063.311510437
6142,1219106.4063702915
6143,647080.5384850816
6144,1155100.8982977287
6145,1283114.999729311
6151,1088817.8469568926
6152,642114.53660872
6154,886905.1032622027
6161,589260.5218849655
6162,1174571.918063445
6169,947053.8058271669
6170,1274316.2239934134
6173,914878.312177835
6181,1339036.0225689148
6184,1219106.4063702915
6185,987390.6520941411
6187,922840.1484844234
6192,1324850.5442013883
6194,808606.9229855033
6200,1487887.043168507
6202,1478611.6800978566
6203,718934.9875265931
6204,669431.0606588536
6212,1326328.2735602146
6213,860854.2800213847
6215,176472.48663803266
6217,911835.9362479502
6218,1123590.2618368792
6221,1487887.043168507
6226,1458892.0174311553
6227,1984269.527791812
6228,811195.1017885784
6229,748853.1262863637
6236,860854.2800213847
6237,176472.48663803266
6238,1525101.542545017
6245,1417836.8801132224
6250,1083063.311510437
6252,1215609.0374019407
6254,1445102.971861932
6258,1473098.9497183491
6260,1487887.043168507
6262,238281.9050755675
6274,1185842.7911803396
6281,720412.7168854193
6285,925418.8272318193
6288,1217086.766760767
6300,1032081.6552838708
6302,1308877.968385064
6307,1018128.629337943
6308,1231874.8602109249
6311,166306.1568568999
6317,1503040.761078889
6328,1350549.9347930364
6331,758843.3579573833
6333,1344212.5059957278
6335,1486907.6764573322
6343,845760.0594061696
6344,1147732.20804742
6349,359423.82876755355
6353,1379143.8990167112
6355,845760.0594061696
6359,845760.0594061696
6367,1180816.223080244
6368,750236.9691844999
6369,1379143.8990167112
6370,910310.5630158868
6373,1155053.254424491
6382,844282.3300473434
6385,953523.8368467903
6386,783774.1909431308
6387,789544.6605804528
6389,560175.4779312678
6394,1366815.7576020206
6411,387542.15179620904
6413,1289775.1348084023
6417,909002.1286228446
6423,734115.0127103245
6425,1289775.1348084023
6444,386064.4224373828
6449,1294197.9093500078
6455,844282.3300473434
6460,1102335.385547278
6467,1064006.4188121806
6470,592350.9715805999
6476,845760.0594061696
6479,1089025.0214559468
6480,1419883.114447302
6486,459721.0472213199
6487,1198266.5282553944
6493,888589.1546742972
6497,995528.5165320582
6499,1091044.661065471
6501,541369.3153540342
6503,410217.12035358045
6505,541369.3153540342
6507,855827.7119212886
6511,1025561.4236340817
6512,920764.648323629
6521,1102335.385547278
6522,1027039.1529929079
6532,960756.1016520718
6534,855827.7119212886
6536,226233.759961239
6538,680545.1776806839
6541,960756.1016520718
6550,1108762.7021020853
6561,216067.4301801062
6564,1403617.2916383178
6569,670050.4675763154
6577,845760.0594061696
6579,512575.0619450744
6583,920764.648323629
6587,1089025.0214559468
6592,1027039.1529929079
6603,48410.74133321343
6607,1213054.6217055523
6613,845760.0594061696
6626,783774.1909431308
6647,558697.7485724416
6650,1102335.385547278
6657,975030.361591388
6663,654115.3114384488
6672,1345037.2044135295
6677,512575.0619450744
6678,758843.3579573833
6681,558697.7485724416
6683,558697.7485724416
6685,732637.2833514983
6689,512575.0619450744
6691,789544.6605804528
6692,734115.0127103245
6699,1103813.1149061043
6709,459721.0472213199
6719,646302.8900919018
6731,459721.0472213199
6738,983841.8133528711
6739,960756.1016520718
6740,845760.0594061696
6746,900607.3990871079
6751,910310.5630158868
6755,577294.8605205757
6756,1064006.4188121806
6757,907524.3992640184
6768,1089025.0214559468
6779,989818.4550415458
6780,794778.403179604
6782,1343559.4750547032
6783,1108762.7021020853
6787,1350549.9347930364
6788,670050.4675763154
6795,1089025.0214559468
6799,1027039.1529929079
6804,818992.0605223472
6811,1770179.3167310904
6813,38244.41155208072
6814,1087547.2920971205
6816,910310.5630158868
6824,785338.837514189
6825,46978.09055407335
6826,226233.759961239
6827,514052.79130390065
6835,923790.2220730024
6845,1103813.1149061043
6851,734115.0127103245
6852,1147732.20804742
6858,859328.9067893212
6862,818992.0605223472
6866,904019.9099790509
6867,1064006.4188121806
6868,794778.403179604
6880,845760.0594061696
6883,818992.0605223472
6899,1147732.20804742
6901,1087547.2920971205
6902,1089025.0214559468
6907,960756.1016520718
6914,1046510.1727586236
6916,1172348.0339830844
6917,558697.7485724416
6932,1091044.661065471
6936,1345037.2044135295
6947,900607.3990871079
6949,922242.3776824552
6950,1087547.2920971205
6954,826154.7994601779
6971,1405095.020997144
6973,1103813.1149061043
6974,1057781.04587552
6982,1345037.2044135295
6983,655593.040797275
6998,975030.361591388
7006,1213054.6217055523
7008,797357.0819269998
7030,844282.3300473434
7036,590873.2422217737
7037,560175.4779312678
7038,1018243.6354222915
7043,1970425.112068843
7051,1177821.5765459607
7053,1379143.8990167112
7059,758843.3579573833
7060,1345037.2044135295
7062,786816.5668730151
7067,2559829.299016787
7070,1087547.2920971205
7076,1155053.254424491
7078,1419883.114447302
7079,22894.11195401
7084,911788.292374713
7090,953523.8368467903
7091,1103813.1149061043
7093,1207943.965495347
7100,1045032.4433997974
7104,592350.9715805999
7108,917813.5803843274
7111,982364.0839940449
7112,860806.6361481474
7115,911021.7682323685
7117,560175.4779312678
7127,922242.3776824552
7133,592350.9715805999
7136,1198266.5282553944
7138,786816.5668730151
7145,1162641.7687720794
7146,621939.817789117
7151,490792.4689563173
7163,916335.8510255013
7171,48410.74133321343
7173,590873.2422217737
7187,1488252.667628731
7193,1352027.6641518627
7195,514052.79130390065
7201,1146254.4786885937
7208,916335.8510255013
7211,794778.403179604
7213,214903.12770999657
7221,1410240.738964272
7223,795879.3525681737
7233,1124540.3354254577
7235,590873.2422217737
7236,1108762.7021020853
7244,655593.040797275
7245,1352027.6641518627
7248,794778.403179604
7249,734115.0127103245
7252,732792.5347165653
7261,387542.15179620904
7271,1856207.7824869924
7272,794778.403179604
7275,38244.41155208072
7292,723513.6174013248
7295,1243091.5862383496
7300,935534.6038706744
7302,723513.6174013248
7304,558341.9523611104
7312,824991.2892462908
7314,831277.3948419457
7325,966778.5794511021
7329,1167528.6928035575
7330,922786.0013949533
7334,1025485.7660425744
7336,527275.3767937669
7340,-16664.853453619657
7341,789541.8503698685
7351,609068.3633528943
7356,801543.7800681576
7360,476293.72056720144
7364,940282.2474485093
7372,724769.8181549613
7373,527275.3767937669
7383,794089.4090206567
7385,45144.56498391517
7394,795567.1383794829
7398,968798.219060626
7401,322466.5570093761
7408,723513.6174013248
7409,1243091.5862383496
7410,1011859.8496469473
7417,1090808.1797007069
7418,560886.9144789142
7419,673632.9105633289
7429,1051601.2100562335
7444,904792.7109880634
7450,1222790.7624086847
7454,934056.8745118482
7459,-18142.5828124459
7462,1128628.5372079927
7466,453943.19839342916
7469,981566.6729012599
7478,161158.16517440625
7493,789541.8503698685
7502,150991.83539327345
7504,722035.8880424986
7511,611868.5707054797
7512,786755.6866179998
7515,-16664.853453619657
7520,1025485.7660425744
7523,-8781.901685516656
7524,759601.4753145194
7527,1222790.7624086847
7544,672531.9611747592
7554,1735439.069840974
7555,1031329.0830608193
7559,940282.2474485093
7560,861595.3713480263
7564,1260005.2617851947
7569,1090808.1797007069
7571,1633144.7812760877
7579,1090808.1797007069
7583,801543.7800681576
7584,1032806.8124196455
7586,895997.1934174472
7598,1032806.8124196455
7605,1166050.9634447312
7612,558341.9523611104
7614,794089.4090206567
7615,723513.6174013248
7616,832755.1242007719
7618,904792.7109880634
7620,611868.5707054797
7623,985038.5307384138
7627,693767.7631705505
7630,996317.2517319376
7631,610546.0927117205
7632,941759.9768073355
7636,794089.4090206567
7643,1167528.6928035575
7644,-18097.504232759708
7647,965300.8500922759
7650,661527.748938286
7651,610390.8413466535
7653,904808.6451789298
7657,-18142.5828124459
7658,966778.5794511021
7667,1048280.599955089
7676,723513.6174013248
7677,801543.7800681576
7683,1221313.0330498584
7689,966778.5794511021
7703,1229781.222147018
7705,904792.7109880634
7710,444118.2269178696
7712,657828.8875132373
7722,795567.1383794829
7729,788064.1210110423
7731,966778.5794511021
7733,903314.9816292372
7735,611868.5707054797
7741,474815.9912083752
7746,752438.7363766885
7750,723513.6174013248
7751,527275.3767937669
7757,720263.2427273566
7759,1236101.1265000163
7772,723513.6174013248
7773,786755.6866179998
7785,738560.1941433029
7789,1032806.8124196455
7801,801543.7800681576
7806,981566.6729012599
7809,1237578.8558588426
7818,1166050.9634447312
7819,966778.5794511021
7823,582705.0246638956
7825,722035.8880424986
7828,981566.6729012599
7829,495099.8831444353
7831,610546.0927117205
7834,1032806.8124196455
7835,721740.9720861828
7840,903314.9816292372
7842,159680.43581558
7846,1678567.5919136016
7850,1048280.599955089
7851,753916.4657355146
7856,671054.231815933
7865,1152939.7134598969
7871,786755.6866179998
7886,1047594.9058698033
7891,1167528.6928035575
7893,1050101.5919782396
7895,894519.464058621
7898,894519.464058621
7902,795567.1383794829
7907,161158.16517440625
7909,738560.1941433029
7915,1229781.222147018
7916,723513.6174013248
7917,788064.1210110423
7929,424239.144810658
7931,18458.89273439957
7937,723513.6174013248
7938,823513.5598874646
7940,661527.748938286
7941,753916.4657355146
7945,657828.8875132373
7946,966778.5794511021
7955,904792.7109880634
7956,1050101.5919782396
7960,448977.19651706784
7961,1182316.7862537154
7962,661592.2695212184
7967,786755.6866179998
7968,904808.6451789298
7978,966778.5794511021
7979,-40703.75347399681
7987,723513.6174013248
7991,319556.1768714098
8000,1904580.1502234628
8004,611868.5707054797
8006,1229781.222147018
8007,761079.2046733455
8011,723513.6174013248
8014,789541.8503698685
8029,1032806.8124196455
8036,1032806.8124196455
8037,345141.52556674764
8042,786755.6866179998
8043,672531.9611747592
8047,794089.4090206567
8053,1228303.4927881917
8057,527275.3767937669
8065,965300.8500922759
8068,1586137.0495344044
8075,1182159.36789696
8078,2172982.312347997
8093,448977.19651706784
8094,1090808.1797007069
8097,1222790.7624086847
8103,1074542.356891723
8107,785277.9572591736
8110,-18142.5828124459
8115,838509.6596472275
8119,966778.5794511021
8120,904792.7109880634
8122,965300.8500922759
8132,722035.8880424986
8134,722035.8880424986
8136,723513.6174013248
8148,693767.7631705505
8163,965300.8500922759
8165,1166050.9634447312
8177,660050.0195794598
8182,1032806.8124196455
8185,527275.3767937669
8192,562615.5681700966
8199,1074542.356891723
8200,611868.5707054797
8208,527275.3767937669
8213,723513.6174013248
8216,693767.7631705505
8222,1167528.6928035575
8223,-18097.504232759708
8234,1244569.3155971759
8243,120231.4805356816
8251,1248982.5821310615
8254,149827.53292316356
8256,987505.7999704545
8259,1222790.7624086847
8267,723513.6174013248
8271,788064.1210110423
8272,1166050.9634447312
8273,527275.3767937669
8274,560886.9144789142
8279,1331207.5707903306
8283,1229781.222147018
8284,1222790.7624086847
8285,-42181.48283282305
8302,981566.6729012599
8304,966778.5794511021
8306,981566.6729012599
8309,1167528.6928035575
8315,397598.5511408287
8317,713439.1733870972
8327,1042458.2065434267
8345,741023.797417745
8352,465291.46521243587
8360,727713.4333264134
8362,1157778.0927321687
8363,706206.9085818157
8365,465291.46521243587
8367,653290.4708221328
8369,334139.27021198196
8370,534979.5333193295
8371,103696.16054018456
8373,843727.7328004957
8374,598443.1311411943
8378,669018.9227605264
8384,179701.51278724193
8387,598443.1311411943
8390,690454.8247953573
8394,485475.6064515901
8395,840230.3638321456
8396,1089665.0523916068
8400,1097720.2761485537
8401,670496.6521193526
8402,1042458.2065434267
8405,907736.3261595157
8407,691932.5541541835
8411,861445.7738371101
8413,871246.7654718078
8419,1096242.5467897274
8420,661685.2003578695
8425,598443.1311411943
8428,116459.44357056705
8431,840230.3638321456
8442,548562.4243031983
8448,915237.8733529346
8449,385515.5555769102
8455,106293.11378943441
8458,1000355.6972297725
8467,598443.1311411943
8468,382134.3153365382
8478,841708.0931909718
8479,1104710.7358868874
8483,841708.0931909718
8485,841708.0931909718
8490,856496.1866411295
8496,385515.5555769102
8498,1042458.2065434267
8500,713439.1733870972
8504,841708.0931909718
8505,598443.1311411943
8510,1323235.4340978768
8520,841708.0931909718
8522,465291.46521243587
8533,841708.0931909718
8540,1522862.388466115
8547,676473.2938080273
8560,371779.5201365328
8569,840230.3638321456
8580,779722.2247279331
8583,985088.9223017227
8591,598221.6025360046
8594,397381.3394286568
8598,849433.6235558785
8603,1112508.3695987114
8611,528533.5344291108
8617,1239458.0100049295
8622,797715.5151348235
8624,661685.2003578695
8635,116459.44357056705
8636,598443.1311411943
8637,662993.6347509122
8642,1104710.7358868874
8643,485320.35508652334
8644,871246.7654718078
8648,877223.4071604825
8662,1878.4941592163282
8670,1097720.2761485537
8672,841708.0931909718
8675,1027869.2271997654
8676,1524078.4430119952
8677,465291.46521243587
8689,841708.0931909718
8690,414309.8089858703
8691,553485.6713125197
8698,659757.0605048516
8702,856496.1866411295
8703,676473.2938080273
8705,-53480.62328935555
8712,598443.1311411943
8716,676473.2938080273
8717,598443.1311411943
8718,485475.6064515901
8719,727713.4333264134
8721,382134.3153365382
8724,465291.46521243587
8731,856496.1866411295
8736,690454.8247953573
8746,103696.16054018456
8749,598443.1311411943
8756,841708.0931909718
8757,856496.1866411295
8761,381018.1525656453
8762,1133457.046166238
8763,900366.7964878546
8772,1559009.8360329785
8773,236555.3063591453
8774,843727.7328004957
8780,598443.1311411943
8781,1097720.2761485537
8783,711961.444028271
8784,779722.2247279331
8786,676473.2938080273
8792,761529.6483061335
8793,799193.2444936497
8799,381018.1525656453
8800,-71529.90483859128
8809,661685.2003578695
8814,463813.7358536096
8816,379585.5017865052
8824,1096242.5467897274
8826,840230.3638321456
8829,763007.3776649596
8832,400.7648003900832
8834,841708.0931909718
8835,598443.1311411943
8837,676473.2938080273
8844,658279.3311460254
8846,840230.3638321456
8851,1097720.2761485537
8859,1042458.2065434267
8861,486798.0844453496
8862,596965.4017823681
8865,397381.3394286568
8868,843727.7328004957
8871,950949.5999904191
8873,598443.1311411943
8884,542990.9612081517
8892,105128.8113193246
8898,114981.71421174081
8902,397381.3394286568
8906,598443.1311411943
8908,856496.1866411295
8909,382134.3153365382
8913,596965.4017823681
8915,1062120.0370876219
8916,855018.4572823034
8917,810464.1176105445
8922,849433.6235558785
8925,711961.444028271
8930,536457.2626781557
8934,841708.0931909718
8938,332661.5408531557
8940,963657.3489991194
8949,598443.1311411943
8951,1459588.8339154476
8953,116459.44357056705
8958,816689.4905472052
8962,547461.4749146287
8973,676473.2938080273
8976,841708.0931909718
8982,907736.3261595157
8986,596965.4017823681
8987,1057246.2999935844
8989,676473.2938080273
8991,435816.42821878387
8993,249649.5123768816
9001,630306.1222303929
9009,598443.1311411943
9015,1119498.8293370456
9016,1057246.2999935844
9020,178223.78342841566
9023,1197855.2037202807
9024,900415.2797824441
9027,691932.5541541835
9028,485320.35508652334
9033,950949.5999904191
9038,536457.2626781557
9042,727713.4333264134
9048,862435.3137103247
9055,599699.3318948308
9062,598443.1311411943
9068,1042458.2065434267
9069,179701.51278724193
9070,547461.4749146287
9072,656702.9817140762
9073,496358.04077977873
9075,282951.82994735026
9076,699095.2930920144
9077,547461.4749146287
9079,659757.0605048516
9080,599608.3579398872
9082,596965.4017823681
9089,856496.1866411295
9100,841708.0931909718
9101,598443.1311411943
9108,486798.0844453496
9113,856496.1866411295
9117,840230.3638321456
9126,1112508.3695987114
9132,463813.7358536096
9135,527055.8050702846
9137,770926.7071573169
9141,691932.5541541835
9148,841708.0931909718
9153,841708.0931909718
9159,661685.2003578695
9170,841708.0931909718
9172,105078.6649750922
9173,528533.5344291108
9176,598443.1311411943
9192,-71529.90483859128
9194,939475.9365039429
9200,249649.5123768816
9210,179701.51278724193
9225,249649.5123768816
9231,859968.044478284
9233,249649.5123768816
9237,1104710.7358868874
9239,795182.8713142917
9242,727713.4333264134
9247,1096242.5467897274
9248,674995.5644492011
9253,1104710.7358868874
9277,465291.46521243587
9281,841708.0931909718
9283,534979.5333193295
9293,843727.7328004957
9297,106293.11378943441
9298,841708.0931909718
9304,116459.44357056705
9306,596965.4017823681
9309,547461.4749146287
9337,843727.7328004957
9341,841708.0931909718
9343,779722.2247279331
9346,778244.4953691069
9347,661685.2003578695
9351,547461.4749146287
9352,861445.7738371101
9359,334139.27021198196
9365,676473.2938080273
9367,1042458.2065434267
9368,691932.5541541835
9371,779722.2247279331
9374,385515.5555769102
9377,598443.1311411943
9383,955602.1252421725
9385,841708.0931909718
9398,598443.1311411943
9401,841708.0931909718
9405,855018.4572823034
9411,485367.9626260518
9412,674464.533946407
9419,587938.1460371923
9424,58121.944522314516
9430,711967.7462867975
9431,952644.4435202625
9437,635072.7844647572
9439,582955.927393399
9441,1097337.6360942912
9442,524696.0768205171
9453,777753.2561186297
9457,523218.34746169095
9460,226297.84429598972
9465,867066.9774713378
9483,439498.2710903523
9484,428460.5853970968
9489,1390107.1203464912
9491,1001129.9046207721
9504,602897.2908154251
9506,767961.0388702946
9508,524696.0768205171
9513,1357212.3735065144
9517,595271.8684398492
9520,803476.3528398055
9522,587938.1460371923
9533,826668.2254617672
9542,903220.6587697738
9543,279151.8590197443
9548,782749.1323204524
9550,339043.84038040414
9560,357450.03929644375
9563,767961.0388702946
9581,602726.2394873501
9582,277279.50052255555
9585,376256.2018736774
9589,782749.1323204524
9590,473714.4205939515
9593,877202.5456697419
9604,788688.2593896477
9611,766483.3095114684
9613,653966.3790057362
9619,471673.7647396843
9633,-128389.6745280177
9638,330133.51524631004
9646,277674.1296609181
9654,782749.1323204524
9656,491702.65461377165
9663,1124108.149399604
9671,938437.5112330683
9674,602726.2394873501
9675,590724.3097890612
9676,340521.5697392304
9677,601248.5101285239
9679,767961.0388702946
9694,-119655.99552602501
9698,59599.673881140756
9704,713747.7480460671
9707,596430.7011327063
9710,781271.4029616262
9711,1023973.2218278765
9713,968711.1522227498
9718,776275.5267598035
9723,470482.78599628975
9737,968711.1522227498
9738,767961.0388702946
9739,766483.3095114684
9741,524696.0768205171
9755,523218.34746169095
9758,59599.673881140756
9766,782749.1323204524
9774,865589.2481125116
9779,713747.7480460671
9781,767961.0388702946
9787,587938.1460371923
9790,542748.5882504607
9800,523218.34746169095
9801,767961.0388702946
9808,759829.7208577789
9811,752843.2520280969
9813,767961.0388702946
9814,713747.7480460671
9821,725446.1901729727
9825,486131.191518725
9828,725446.1901729727
9833,419501.12976972404
9838,590724.3097890612
9839,524696.0768205171
9840,524696.0768205171
9849,767961.0388702946
9850,833989.2718388385
9857,484653.4621598988
9860,851284.0513974314
9861,952506.2283432503
9864,473714.4205939515
9865,904698.3881286
9866,533724.8552129648
9868,767961.0388702946
9872,775686.5692352015
9880,524696.0768205171
9882,523218.34746169095
9888,767961.0388702946
9891,656579.4036976707
9900,471673.7647396843
9901,635072.7844647572
9904,523218.34746169095
9905,655101.6743388445
9907,374778.47251485114
9911,49433.34410000803
9917,429938.31475592306
9918,968711.1522227498
9919,524696.0768205171
9921,524696.0768205171
9928,587938.1460371923
9935,524696.0768205171
9938,574924.0818997925
9946,933887.714651377
9947,429938.31475592306
9959,524696.0768205171
9963,-113310.52101578096
9970,595271.8684398492
9972,393375.5844629849
9975,532247.1258541386
9992,1029485.952207384
9993,523218.34746169095
9995,1030963.6815662102
10005,587938.1460371923
10017,590724.3097890612
10019,595271.8684398492
10023,378956.65852935734
10024,470482.78599628975
10030,1686685.8366044273
10031,428460.5853970968
10033,633937.5836199647
10034,537507.4768836537
10039,473714.4205939515
10043,523218.34746169095
10051,782749.1323204524
10072,524696.0768205171
10080,471673.7647396843
10084,523218.34746169095
10087,357450.03929644375
10101,596749.5977986754
10102,587938.1460371923
10105,469005.0566374635
10109,923713.9326666953
10110,602726.2394873501
10113,574924.0818997925
10116,767961.0388702946
10125,523218.34746169095
10134,782749.1323204524
10141,725446.1901729727
10142,1124108.149399604
10147,777753.2561186297
10149,408431.69552300934
10152,587938.1460371923
10156,429938.31475592306
10162,777753.2561186297
10164,524696.0768205171
10165,524696.0768205171
10178,587938.1460371923
10179,45358.66149193185
10181,523218.34746169095
10185,524696.0768205171
10186,767961.0388702946
10187,788688.2593896477
10195,587938.1460371923
10205,541058.5776156218
10208,587938.1460371923
10214,221741.46643893633
10216,538985.2062424798
10222,378956.65852935734
10226,374778.47251485114
10229,524696.0768205171
10240,587938.1460371923
10242,767961.0388702946
10245,602726.2394873501
10249,1357212.3735065144
10262,597730.3632855274
10266,524696.0768205171
10267,826668.2254617672
10269,-56413.92630935017
10275,766483.3095114684
10282,523218.34746169095
10287,-113310.52101578096
10288,587938.1460371923
10303,655101.6743388445
10308,788688.2593896477
10322,595271.8684398492
10323,523218.34746169095
10326,602726.2394873501
10329,524696.0768205171
10344,767961.0388702946
10348,524696.0768205171
10349,429938.31475592306
10350,713747.7480460671
10353,833989.2718388385
10356,340521.5697392304
10362,689729.344699315
10375,-163219.40484897644
10388,407465.3288929408
10389,533655.4732404939
